segment,start,end,duration_min,n_samples,feed_rate,classifier_speed,tension_pressure,mill_fan_speed,main_drive_speed,recirculation_damper_position,stack_damper_position,hotgas_generator_load,total_specific_energy,tonnage,roller_height_1,roller_height_2,roller_height_3,roller_height_4,roller_temperature
1972-03-18_16-04,1972-03-18 16:04:02,1972-03-18 16:16:46,12.733333333333333,765,23.000351410909417,86.99614092259625,126.92313668244805,92.49920773973652,98.00065095190908,60.82079864202761,99.99292805989583,1.6065498252320134,43.04852961339863,193776.31241830066,13.272482938080831,16.455120291117748,14.758287517073887,13.426958670024,35.812908866982056
1972-03-18_18-25,1972-03-18 18:25:51,1972-03-18 21:19:13,173.36666666666667,10403,26.500175409152924,98.16886719096158,161.1382121605265,91.6339260813801,86.97882255063566,61.08935354398349,99.99285600891965,7.206903410727939,42.40117540523334,193837.1420744016,22.382923873172384,24.889324038255378,22.903279490875622,22.210379802480542,33.02548071357891
1972-03-19_06-50,1972-03-19 06:50:36,1972-03-19 07:40:48,50.2,3013,24.800038936246562,80.99566751676979,181.67276415997395,86.5095447903648,86.99482173267647,61.08940286696491,99.99568743979539,11.819113941553459,40.96338200603243,194024.31198141386,15.186824865686193,17.98300327385853,16.652413196987858,15.833781397148813,33.78441747034898
1972-03-19_07-46,1972-03-19 07:46:42,1972-03-19 08:33:04,46.36666666666667,2783,20.9997188185686,93.99800222261835,185.4681738916165,85.4912942823985,71.0046367144953,61.089211151748096,99.98536834004025,1.856498353309073e-05,45.43714749367401,194039.14301113907,23.099363600483827,25.989199995780393,24.136337877904772,24.06337382473879,34.48963328021232
1972-03-19_08-44,1972-03-19 08:44:33,1972-03-19 09:35:56,51.38333333333333,3084,19.400020246221242,75.96777911501636,190.13749747022734,89.49327890913156,81.8496765403896,61.08878673499042,100.00027408426683,0.0,49.103303155838134,194055.68904020754,15.609200750961996,18.05766403257615,17.112899602155277,16.878297541082755,34.26249187465771
1972-03-19_09-43,1972-03-19 09:43:04,1972-03-19 10:28:34,45.5,2731,18.80005289005823,82.9997602425753,133.2911211025667,84.01376494188005,71.98597492118844,61.089407548935846,99.99436295298769,0.0,42.90549230084932,194070.9165140974,25.479198454413734,28.631881853548524,26.705386323485346,26.555142380649116,33.98563647767817
1972-03-19_13-30,1972-03-19 13:30:36,1972-03-19 14:15:29,44.88333333333333,2694,17.199916676759898,83.13592761520465,130.37106701455122,90.98611350225889,83.04870251752574,61.088999021115264,99.99274585613429,0.0312580941957107,49.364340182816306,194133.1622123237,15.675258429738975,18.444426136540766,17.28935172598541,17.112702622445497,33.35285745767991
1972-03-19_14-42,1972-03-19 14:42:33,1972-03-19 15:14:29,31.933333333333334,1917,17.799730911812063,97.9941354432203,123.53300372398826,79.01242537043278,84.97584532099462,61.08940698606743,99.99905656188741,0.0,44.11528312711293,194151.09546165884,17.973589495687232,20.966798514702944,19.502047344241593,19.16219684439646,33.48565461403017
1972-03-19_15-15,1972-03-19 15:15:32,1972-03-19 16:06:32,51.0,3061,17.799769380052897,97.99461087086979,135.80632678296433,79.01208328102508,84.98951089354911,61.0893887691504,99.9870646095712,0.0,46.3815948783662,194162.7562887945,17.40370340232014,20.49473870871543,19.037422486747335,18.734352981682036,33.68828007100805
1972-03-19_16-20,1972-03-19 16:20:13,1972-03-19 17:13:21,53.13333333333333,3189,15.899798133074956,89.99965996920184,184.49686647440882,75.98537066828386,75.9996564810685,61.08909896534788,99.99723752758352,0.0,51.43481367937851,194180.77798682972,19.267129868764272,22.088898815156224,20.725403085626677,20.42086915440528,33.45632645776557
1972-03-19_17-32,1972-03-19 17:32:26,1972-03-19 18:18:43,46.28333333333333,2778,17.999864106559343,90.99339107955592,141.57778755171512,81.97973191197438,88.97167204437366,61.0893958430225,99.98686378100005,0.0,45.40487304630961,194199.61951043917,11.15676093873916,14.034419779986937,13.058060917260407,12.217350700933183,33.97397407101933
1972-03-19_19-34,1972-03-19 19:34:37,1972-03-19 20:20:27,45.833333333333336,2751,26.000104212925592,95.99952580997268,151.37317242305176,89.0089832335028,84.98876511058302,61.089407558572894,99.99014743151815,8.833159661648361,41.4888010237902,194233.0276263177,25.039323435831573,27.74079261593973,25.488972066576288,25.809797868690506,33.59880954280674
1972-03-20_07-01,1972-03-20 07:01:23,1972-03-20 07:48:31,47.13333333333333,2829,22.999965880775925,86.99465908941846,125.57937867753537,92.49967864310628,98.00250720944072,61.08880359707641,100.00067159437636,4.2665937262484865,43.8373145915879,194421.35878402262,15.258690929446553,18.3704424062859,17.23895277695506,15.583177552369847,33.374452119498926
1972-03-20_07-57,1972-03-20 07:57:13,1972-03-20 08:52:09,54.93333333333333,3297,26.999786667943834,92.18744080450666,124.75075689864802,92.4997472372567,97.992475338983,61.08940887451172,99.98885264236131,12.377992847524775,40.58256961344731,194437.72338489536,23.766952125889482,26.723268772133345,25.054611127377278,23.639025168958344,33.7633456466485
1972-03-20_11-04,1972-03-20 11:04:09,1972-03-20 11:50:33,46.4,2785,17.999603620765452,78.00066903626255,137.72205871910768,75.51017385924526,79.99565388321662,60.82171282263162,99.98543208617069,0.0,42.901815460000144,194487.2341113106,20.525203010381016,23.99182080691764,22.908963538671525,22.001289195089836,33.29228915072429
1972-03-20_13-02,1972-03-20 13:02:32,1972-03-20 13:45:32,43.0,2581,25.000457441469628,87.99797427012264,151.153420393248,84.99938365665807,84.979230568142,60.82173865435429,100.00004753813361,9.078245750465674,40.757319706472224,194519.21425803952,24.32739515574299,27.428133397359158,25.752769201220307,24.965917351540554,33.835790439614584
1972-03-20_14-09,1972-03-20 14:09:12,1972-03-20 14:42:16,33.06666666666667,1985,19.899667352633152,85.99429516155713,195.1142276715872,73.48530601674423,92.94276992067581,60.82165989143122,100.0013871238574,0.004733583216628135,44.20575833663642,194536.11738035263,5.526492040523654,8.356707517686358,8.205144310478,6.623380884895997,34.48235511659675
1972-03-20_14-56,1972-03-20 14:56:59,1972-03-20 15:10:42,13.716666666666667,824,24.00170132257406,99.99722009492152,166.96088982554315,92.49963223355488,95.02196736937587,60.82089368579457,100.00302623082133,4.728633868173488,45.72962550974471,194546.54490291263,10.266308053025922,13.723650423068445,12.767752434443501,11.157828043965461,35.15928368140193
